Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,44_obs_for_SMA
2021-01-01,BHARTIARTL,EQ,509.7,512.25,516.4,508.2,515.0,515.15,511.92,10185843,521435897020000.0,115803,2857212,0.2805,
2021-01-04,BHARTIARTL,EQ,515.15,517.0,520.5,511.6,517.05,517.1,516.17,13240524,683433626105000.0,206776,6016122,0.45439999999999997,
2021-01-05,BHARTIARTL,EQ,517.1,514.0,516.9,511.1,513.55,514.0,514.07,10492428,539384662805000.0,113527,5647859,0.5383,
2021-01-06,BHARTIARTL,EQ,514.0,515.0,531.75,513.1,528.2,525.3,525.27,30269288,1589946992065000.0,268788,10666667,0.35240000000000005,
2021-01-07,BHARTIARTL,EQ,525.3,532.0,554.45,527.1,544.15,545.25,544.18,38717913,2106952083900000.0,334312,11281016,0.2914,
2021-01-08,BHARTIARTL,EQ,545.25,549.3,549.75,537.3,540.0,540.25,542.82,14270435,774634554715000.0,125210,6394886,0.44810000000000005,
2021-01-11,BHARTIARTL,EQ,540.25,541.5,554.35,541.5,546.2,547.15,548.55,19525604,1071081955915000.0,158909,8733229,0.4473,
2021-01-12,BHARTIARTL,EQ,547.15,549.0,569.0,545.0,568.75,565.75,559.81,25380555,1420817026265000.0,247319,9832210,0.3874,
2021-01-13,BHARTIARTL,EQ,565.75,588.0,601.7,567.0,576.3,578.25,586.01,83668562,4903025352335000.0,691695,24401136,0.2916,
2021-01-14,BHARTIARTL,EQ,578.25,582.7,584.8,570.05,579.3,580.55,578.26,16661518,963465221965000.0,249335,6968221,0.4182,
2021-01-15,BHARTIARTL,EQ,580.55,609.55,610.65,593.8,603.5,602.65,601.78,56392307,3393578559370000.0,510948,16380024,0.29050000000000004,
2021-01-18,BHARTIARTL,EQ,602.65,602.65,603.0,584.0,584.5,586.95,593.11,20965905,1243511081450000.0,248064,7499246,0.3577,
2021-01-19,BHARTIARTL,EQ,586.95,591.1,597.45,586.5,591.45,592.3,593.22,10830923,642513373195000.0,113605,3612661,0.3336,
2021-01-20,BHARTIARTL,EQ,592.3,592.3,602.5,589.0,596.3,596.15,596.29,13087294,780388383605000.0,143148,4220175,0.3225,
2021-01-21,BHARTIARTL,EQ,596.15,600.25,604.05,574.4,585.15,581.35,590.56,17060331,1007522701329999.9,181028,5513829,0.3232,
2021-01-22,BHARTIARTL,EQ,581.35,583.9,585.55,572.75,578.5,576.85,579.63,12429589,720462378875000.0,166361,4858114,0.3909,
2021-01-25,BHARTIARTL,EQ,576.85,579.0,587.85,569.55,579.35,580.75,580.67,12273498,712680810115000.0,138024,5165181,0.4208,
2021-01-27,BHARTIARTL,EQ,580.75,580.0,581.75,562.35,570.9,570.8,573.12,15280757,875773120035000.0,195096,6783268,0.4439,
2021-01-28,BHARTIARTL,EQ,570.8,566.5,575.85,562.75,572.4,570.9,569.72,14921448,850109196960000.0,170888,4598893,0.30820000000000003,
2021-01-29,BHARTIARTL,EQ,570.9,578.5,578.5,550.6,552.25,553.6,560.51,25051621,1404167185095000.0,254371,11219875,0.4479,
2021-02-01,BHARTIARTL,EQ,553.6,559.0,581.1,549.2,580.0,579.15,566.42,13951025,790218055990000.0,189069,4657886,0.33390000000000003,
2021-02-02,BHARTIARTL,EQ,579.15,584.9,605.65,579.25,600.8,599.35,593.59,21311866,1265044319275000.0,220843,8413096,0.3948,
2021-02-03,BHARTIARTL,EQ,599.35,609.4,622.5,599.45,611.9,608.85,613.31,30076561,1844630355075000.0,302042,8330837,0.277,
2021-02-04,BHARTIARTL,EQ,608.85,614.9,623.0,595.65,599.8,600.6,605.85,51018799,3090976301735000.0,480812,11731809,0.23,
2021-02-05,BHARTIARTL,EQ,600.6,603.8,605.9,576.25,584.2,581.1,585.16,34811620,2037036717790000.2,372792,13998379,0.4021,
2021-02-08,BHARTIARTL,EQ,581.1,589.0,603.65,584.7,597.25,597.3,596.42,21247165,1267230448195000.0,253809,6348279,0.2988,
2021-02-09,BHARTIARTL,EQ,597.3,598.9,607.75,595.0,601.0,598.95,601.64,20541765,1235875175880000.0,240538,6902063,0.336,
2021-02-10,BHARTIARTL,EQ,598.95,604.95,607.75,580.25,589.3,590.2,590.97,31059522,1835525954295000.0,314607,12487736,0.4021,
