Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,44_obs_for_SMA
2021-01-01,HDFC,EQ,2558.65,2549.0,2593.3,2541.15,2565.0,2568.75,2574.95,2054108,528921958650000.0,77982,564766,0.2749,
2021-01-04,HDFC,EQ,2568.75,2576.9,2592.35,2533.15,2579.0,2578.5,2568.41,2795972,718118849425000.0,99023,1419319,0.5075999999999999,
2021-01-05,HDFC,EQ,2578.5,2589.0,2659.45,2572.4,2654.95,2651.85,2631.43,5870743,1544843920580000.0,191487,3136561,0.5343,
2021-01-06,HDFC,EQ,2651.85,2664.7,2665.0,2619.0,2631.0,2638.85,2642.51,3401085,898738576300000.0,126726,1679728,0.4939,
2021-01-07,HDFC,EQ,2638.85,2670.0,2709.35,2647.4,2653.45,2661.35,2680.83,4106042,1100758180660000.0,183933,2215445,0.5396,
2021-01-08,HDFC,EQ,2661.35,2668.0,2674.4,2631.0,2657.65,2657.5,2646.97,4497042,1190352894745000.0,129843,2430085,0.5404,
2021-01-11,HDFC,EQ,2657.5,2680.0,2762.0,2666.75,2747.1,2751.2,2719.37,5939812,1615254035930000.0,146148,3730773,0.6281,
2021-01-12,HDFC,EQ,2751.2,2738.0,2760.0,2719.0,2750.0,2747.55,2736.57,3412213,933775178325000.0,143428,1944551,0.5699000000000001,
2021-01-13,HDFC,EQ,2747.55,2760.45,2777.15,2651.1,2672.0,2670.9,2697.06,5582165,1505542112850000.0,220680,3127974,0.5604,
2021-01-14,HDFC,EQ,2670.9,2670.0,2699.0,2647.15,2681.1,2684.05,2671.94,4253567,1136526317555000.0,161894,2732578,0.6424,
2021-01-15,HDFC,EQ,2684.05,2661.0,2688.45,2615.6,2635.0,2632.75,2645.58,2582955,683340318170000.0,119439,1262664,0.4888,
2021-01-18,HDFC,EQ,2632.75,2645.95,2647.4,2550.0,2569.4,2566.5,2580.07,5154593,1329921312250000.0,194019,3245275,0.6296,
2021-01-19,HDFC,EQ,2566.5,2585.0,2680.8,2575.0,2651.05,2656.95,2630.4,3569359,938883839495000.1,137748,1825932,0.5115999999999999,
2021-01-20,HDFC,EQ,2656.95,2666.0,2711.9,2622.6,2673.0,2688.15,2665.86,5771114,1538497461590000.0,186407,3256961,0.5644,
2021-01-21,HDFC,EQ,2688.15,2687.95,2698.0,2641.25,2671.0,2663.0,2669.14,3200138,854160646090000.0,144444,1753076,0.5478000000000001,
2021-01-22,HDFC,EQ,2663.0,2669.0,2678.75,2583.05,2589.95,2589.45,2623.61,5013872,1315442947875000.0,182520,3009692,0.6003000000000001,
2021-01-25,HDFC,EQ,2589.45,2630.45,2670.0,2543.0,2560.0,2551.4,2611.45,7761405,2026854319055000.0,242397,5387037,0.6940999999999999,
2021-01-27,HDFC,EQ,2551.4,2546.3,2546.3,2458.25,2470.0,2467.0,2494.96,4858346,1212136002775000.0,224331,2961607,0.6096,
2021-01-28,HDFC,EQ,2467.0,2430.1,2454.0,2395.25,2431.5,2425.75,2424.38,5282970,1280790378830000.0,206977,2821927,0.5342,
2021-01-29,HDFC,EQ,2425.75,2450.0,2460.0,2364.6,2378.0,2377.8,2413.14,7347695,1773103059580000.0,217055,5178831,0.7048000000000001,
2021-02-01,HDFC,EQ,2377.8,2402.7,2602.1,2391.85,2580.0,2579.25,2497.4,7106502,1774777982234999.8,313341,3471229,0.48850000000000005,
2021-02-02,HDFC,EQ,2579.25,2625.0,2762.95,2612.0,2658.7,2659.0,2702.44,9253486,2500699737230000.0,341033,4668522,0.5045000000000001,
2021-02-03,HDFC,EQ,2659.0,2695.0,2734.5,2618.0,2702.95,2703.55,2687.61,4782433,1285331978040000.0,200284,2070316,0.4329,
