Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-01,ULTRACEMCO,EQ,5327.25,5384.0,5793.25,5260.0,5750.0,5744.15,5589.68,1455212,813417135025000.0,120882,529211,0.36369999999999997
2021-02-02,ULTRACEMCO,EQ,5744.15,5785.0,6199.0,5785.0,6145.05,6123.55,6071.48,2251712,1367122139960000.0,167974,613905,0.2726
2021-02-03,ULTRACEMCO,EQ,6123.55,6155.0,6238.0,6040.0,6063.15,6074.7,6115.24,952770,582641464840000.0,90541,343647,0.3607
2021-02-04,ULTRACEMCO,EQ,6074.7,6093.0,6210.0,6041.55,6199.0,6182.8,6139.25,683257,419468743455000.0,64913,281104,0.4114
2021-02-05,ULTRACEMCO,EQ,6182.8,6180.0,6399.0,6120.0,6346.15,6352.1,6282.74,1174059,737630659095000.0,89391,347684,0.2961
2021-02-08,ULTRACEMCO,EQ,6352.1,6379.85,6485.0,6318.0,6380.0,6368.15,6412.65,769441,493415409150000.0,79238,172237,0.2238
2021-02-09,ULTRACEMCO,EQ,6368.15,6424.8,6480.0,6371.85,6441.1,6420.4,6432.67,947676,609608425855000.0,85676,407830,0.4303
2021-02-10,ULTRACEMCO,EQ,6420.4,6441.1,6589.0,6321.1,6386.3,6392.15,6462.02,1045511,675611802935000.0,89141,204547,0.1956
2021-02-11,ULTRACEMCO,EQ,6392.15,6399.5,6468.0,6369.3,6413.4,6427.15,6427.29,390465,250963299585000.0,30926,68854,0.17629999999999998
2021-02-12,ULTRACEMCO,EQ,6427.15,6439.9,6480.0,6366.95,6404.0,6397.25,6417.42,408867,262386983344999.97,39094,79099,0.1935
2021-02-15,ULTRACEMCO,EQ,6397.25,6435.0,6463.95,6387.1,6409.05,6407.75,6420.45,277851,178392885790000.0,22436,77211,0.2779
2021-02-16,ULTRACEMCO,EQ,6407.75,6448.0,6550.0,6409.95,6457.85,6457.8,6490.17,595723,386634106265000.0,50500,139298,0.2338
2021-02-17,ULTRACEMCO,EQ,6457.8,6457.8,6544.5,6390.95,6424.25,6419.2,6454.9,555520,358582417360000.0,60373,236353,0.4255
2021-02-18,ULTRACEMCO,EQ,6419.2,6492.3,6492.3,6301.0,6323.05,6325.85,6362.41,573974,365185926040000.0,49452,243148,0.4236
2021-02-19,ULTRACEMCO,EQ,6325.85,6315.0,6318.65,6175.0,6203.05,6208.5,6242.82,499669,311934239170000.0,46746,186889,0.374
2021-02-22,ULTRACEMCO,EQ,6208.5,6215.0,6284.95,6108.65,6155.0,6175.1,6201.77,528408,327706589730000.0,46771,189509,0.3586
2021-02-23,ULTRACEMCO,EQ,6175.1,6186.0,6347.9,6131.05,6278.0,6268.45,6248.83,453805,283575136960000.0,37228,100638,0.2218
2021-02-24,ULTRACEMCO,EQ,6268.45,6319.0,6450.0,6210.0,6406.0,6414.55,6357.4,378560,240665677505000.03,33333,144675,0.3822
2021-02-25,ULTRACEMCO,EQ,6414.55,6406.0,6468.0,6338.45,6441.1,6383.3,6385.03,803072,512764193330000.0,45582,378510,0.47130000000000005
2021-02-26,ULTRACEMCO,EQ,6383.3,6370.0,6489.0,6060.0,6088.0,6115.0,6276.18,1307673,820719574855000.0,89169,557419,0.4263
2021-03-01,ULTRACEMCO,EQ,6115.0,6218.8,6389.8,6170.6,6362.0,6365.05,6301.85,609302,383972892340000.0,61796,176238,0.2892
2021-03-02,ULTRACEMCO,EQ,6365.05,6375.0,6473.85,6312.1,6430.0,6423.1,6408.76,438046,280733308210000.0,55717,161232,0.36810000000000004
2021-03-03,ULTRACEMCO,EQ,6423.1,6450.0,6535.0,6431.0,6500.0,6500.5,6500.63,467421,303852882105000.0,51670,184004,0.3937
2021-03-04,ULTRACEMCO,EQ,6500.5,6429.0,6830.0,6394.45,6755.0,6775.55,6658.66,1303144,867719284060000.0,101102,371110,0.2848
2021-03-05,ULTRACEMCO,EQ,6775.55,6690.5,6944.2,6690.5,6800.0,6810.3,6843.07,1828811,1251467713430000.0,113303,527705,0.2886
2021-03-08,ULTRACEMCO,EQ,6810.3,6840.0,6847.9,6641.8,6691.85,6668.15,6701.45,658514,441300076620000.0,69237,227830,0.34600000000000003
2021-03-09,ULTRACEMCO,EQ,6668.15,6745.0,6824.0,6660.0,6703.6,6697.4,6738.47,483037,325492844490000.0,45434,127897,0.26480000000000004
